norm,chi,logistic,beta,gamma,bimodal,uniform
-451.675368027,3737.41839507,8143.37389213,794.797059931,3194.25734268,1892.65705129,735.733214685
442.534411916,1037.73392666,8331.49310167,384.231879033,3614.7525169,990.492030084,39.1904828456
403.858182367,7015.00143591,11531.3879847,738.79261742,6415.63792463,854.426246656,76.4137408553
-157.781268693,6395.59765179,7968.7223315,999.80033521,2661.34601597,1046.73492046,660.838624921
-493.755061793,3050.28597511,11103.5950779,7.6561449023,2904.89064503,1165.75143012,713.298667517
253.917982542,4283.33077135,7528.62218769,973.333014848,2200.89724712,889.844124713,112.162528235
1210.79955456,2964.93183824,6529.64465482,897.983352415,4692.48126225,1956.71576034,421.704583034
-949.051526735,2041.84975953,12885.6023406,999.628397364,4314.48690716,1972.58672444,419.566746039
128.743828918,1442.05856483,7194.16569692,459.512390788,4591.99392255,1030.86810034,493.929580278
-949.422616869,6320.34366355,8527.71618559,8.65080041243,3411.61726769,675.394139137,539.431598515
-196.031186738,1656.89091646,9989.76630525,690.115960491,3673.8879114,994.594505244,119.190559235
-373.921783264,6125.17135515,7785.43819818,1.78477484213,5934.53111109,1194.08316122,615.549018481
-517.015584892,3963.25133344,9543.2195324,947.810750532,1751.17722262,1771.50003991,683.549217666
-90.9724672151,7395.44622953,12278.7531756,993.078396042,6679.8049344,1902.2591351,275.641336139
-612.690091552,2211.65888927,10277.4348051,955.806105042,3308.13062713,1241.93630482,748.289758614
332.99158903,704.674577663,11749.0345237,578.664862161,6734.23124758,2214.37273132,197.171113551
237.362596784,1230.01576978,10688.0824955,790.036758232,4711.28674602,1930.87162708,551.903047152
-2081.77261429,5940.81637803,11003.2164204,883.893623271,2970.25939009,695.606197156,67.1082203141
-1083.55892628,1022.52680615,7590.52804188,824.739654685,3967.6936664,1096.66711041,183.667834565
-256.516618284,4029.93591751,7530.68099976,480.283450775,3415.35026363,892.355002825,301.720225968
-508.994134214,4429.0262732,8541.68164136,182.741423223,5840.46540388,941.215678058,536.632844201
-1023.74060536,1766.7734732,9959.56863153,16.8566875189,7287.22053361,899.452355447,730.037684063
297.27649406,3641.14499996,9620.33027387,37.8455903643,4786.94593449,893.023903931,344.729488465
-1135.23831105,2105.62189731,9964.88405711,404.015471912,4075.65090816,983.332252359,299.880994734
1013.20588626,1389.09286969,7448.79577008,980.976397041,3131.96584429,2325.81363728,303.47196097
1176.67896096,5146.42412808,7969.45410851,148.194213767,4022.49241315,2236.88416008,244.996639163
104.446820779,4219.21867309,8877.83889807,0.15087363589,1446.18815059,2230.82276537,860.456691149
2156.49047331,4193.35407006,9636.75442342,6.74915380679,2543.1297899,871.997150878,28.2094347864
1098.7949221,5070.58966863,11724.6095008,926.121868794,6229.62788625,614.193795053,989.267122793
-1136.80775645,3661.2162005,10141.4346838,966.867000557,2669.89763107,2012.14464709,801.513636806
-549.131144009,5033.77049651,11328.6872893,708.256810152,3728.98299815,596.268179263,604.08946513
-118.23738764,320.873789418,8714.50981604,300.306948593,2698.39232243,899.384700079,296.207606437
147.340775046,556.685811928,8044.80315357,695.4621928,3578.09396505,900.652693063,611.58327251
9.32579010817,4983.04027628,9641.33584868,787.101986624,3184.19541966,798.38559496,882.519710328
-591.902346463,8961.31353927,12393.0762321,293.687777909,2254.3332038,1862.00575782,489.778418876
872.287328268,3100.8209895,11499.0910572,706.490908802,1426.11892133,1905.68135636,254.807116388
523.97654286,599.574089648,8576.74827911,954.135308041,3726.04035608,924.874541749,591.294809561
-79.4353589529,777.154452529,11294.5798539,226.661141873,3825.14756858,779.309877877,831.379409837
280.749783214,2429.58557719,8882.57783983,426.468177169,1158.0229474,905.045879609,122.785930334
-557.755541359,8756.66189581,9825.95856315,516.495430706,4741.10960552,964.399788285,289.231525475
728.141448382,2057.0792124,10811.1432712,439.455274801,3455.08502679,2042.35214511,437.183974648
-746.872245615,631.36890172,10548.9159993,550.705201025,2943.66291061,1012.24878494,563.239853205
1322.29935372,979.931639386,9387.91843481,78.4034356308,3241.39707705,1681.40633285,957.165892797
1089.64842934,687.499105805,9929.31673466,986.239027546,4664.30359368,2101.30073402,838.29149199
-1120.95904398,2454.01688651,10274.2036455,0.155845525004,2916.05645109,927.126660794,905.428073274
1334.43993705,4771.15109032,8831.68598228,879.429489036,2516.30530568,818.844439216,941.598310852
-705.258009158,2635.38581792,7782.34619824,997.306107826,3367.82996144,886.509580967,753.923773702
1519.47104085,2821.00685678,8740.00637359,134.884543388,2695.01978809,991.470997212,140.206833617
-449.67013612,1412.21632437,10059.2475967,104.39949549,2073.39959345,1066.77856617,434.897290448
1095.55857676,3591.12291825,10485.2822104,229.763414507,2997.51456461,563.140086041,508.261192212
103.080035823,1030.9957097,9285.0993408,716.419441088,1661.85311519,867.959951567,868.490007463
-187.663033325,3148.80769546,11644.1437486,282.979618569,4720.15919779,781.299728538,970.94155152
343.322925787,1806.47693758,10169.6070083,541.555643937,4304.86126025,988.534616384,601.812312087
234.939865148,2745.80262156,10335.6401488,469.317312328,5258.70112506,2051.12837172,713.178868203
-1765.30222399,3573.40928006,10626.8321142,30.695679666,1490.25947412,1316.58697624,774.367462138
798.209109384,3418.05390781,7657.02351117,988.933170868,1482.16077935,826.481409513,376.786297839
-62.5199710021,2350.73183607,10140.5038012,330.460204219,3532.96897136,2366.25584948,883.275870643
-159.263103674,6863.96487269,12737.2941127,587.432077891,4078.09866644,1056.21567085,328.055941641
-1449.14101418,1999.47125885,11027.6435234,942.277632611,5077.99404566,827.640020627,379.815175183
-963.519108025,2006.34096838,9555.59524119,48.8608885763,4124.337983,1088.42015511,140.162009831
-531.286995026,2662.58908482,9840.97415899,42.2138042522,2812.36544118,1184.82176195,366.385519035
-1931.05282762,5805.4631452,9700.99432246,724.543716405,6478.23302332,1390.07082411,861.690846288
-20.5372506485,6874.90014528,7845.13390287,209.945811639,5569.34760086,1117.23639957,601.862000829
-966.967155576,2717.08872695,8974.36950211,990.863322817,2460.69894965,1115.29461005,213.04576814
516.31277893,352.476723327,10093.2786329,988.292140917,2341.99880762,854.840175935,413.251581036
587.403654946,4736.33363275,10246.1002025,302.313279386,5889.06458548,1149.281044,822.430350619
1201.30548545,2526.73923668,11236.379012,444.035883135,3654.94531369,1031.94254715,473.623634479
938.014062678,2482.24398698,9195.33832301,554.576771646,2225.4506236,1004.15667173,422.785756607
-1407.42087452,2064.00829596,6655.85048226,895.278954144,3913.24485484,843.164842358,328.314632821
953.888274907,8260.59904633,10368.542344,923.794210247,5214.18592298,1980.99403464,655.104373706
176.834934603,3011.06485635,12221.5857531,327.833181866,2698.46646274,725.863429001,605.241813819
631.470435849,5421.26528835,9708.029349,441.657833746,5310.21309999,756.018099616,849.459340678
-1053.96135995,1706.7755789,12328.5794042,212.786535576,4253.02355102,937.210014286,96.7628322446
288.115488856,1541.95412608,10656.1068344,94.7625112382,6228.19587196,1174.5067811,551.158879368
-2249.81004493,9231.91266406,12111.532771,393.725685368,4575.90478811,2081.22813354,268.735811015
-1390.08117905,774.892149541,11354.5491222,987.287539288,4103.38263256,2102.94039349,283.167866691
332.780799749,2136.09250118,8753.86350403,811.445506718,4276.77118188,1150.60342072,864.126913543
20.0317511824,6346.50304901,9465.23804365,42.3610246677,3834.14867168,879.894216047,345.070119803
-184.008878401,6163.12899212,10966.4094542,999.358747825,2154.59507695,1046.48602509,530.252211873
1347.7243435,9830.82208639,9409.50283449,542.630625961,2979.98462285,749.226517077,32.0270673862
541.38600686,1425.158304,12870.023656,968.315230718,4626.62958729,888.897879142,979.505707315
374.950251767,3634.92077023,8663.33513888,285.23464487,3588.27634772,827.302539002,602.871255525
1504.67644683,2685.03079617,8744.58774057,225.281289262,3124.35460892,1156.68803084,328.911293525
579.28897104,12804.0255606,9505.53289958,649.349452311,2435.91128083,1410.24997256,678.398180839
465.557096226,5836.18303278,12285.3614592,870.582766982,5831.62229287,2295.63499096,227.558252085
600.927640728,546.546698024,7856.46863112,996.274766731,2497.80056886,690.207146653,9.224910862
-1699.65364683,8572.73566607,8395.25789077,875.964150815,4792.63249363,1939.24846529,457.529950432
-662.012451071,7615.56090947,11831.6660835,951.969175491,4526.98872613,725.236623006,34.733264321
383.623136034,5279.96154791,12690.4957333,661.94236615,4544.34622556,911.222018303,334.419123096
768.746708514,4062.56293258,8254.46879012,365.038052449,3776.58346784,725.866598133,921.255306258
1198.28370954,744.674823942,9532.96521199,999.914275817,5511.63986925,935.248528781,110.515328602
-894.781331842,8291.49558691,10308.9033068,489.092127542,3717.15699221,1364.2525462,433.804568758
952.956726694,1714.44391855,10984.6655646,146.095410796,4374.21433884,1200.18351285,328.428831404
-1366.31263102,1364.55408991,9362.26695292,382.975531276,2453.82261611,1341.1506023,791.149605035
336.193658899,4023.70014642,9451.76287084,49.6421519001,4755.09935932,1037.21461006,881.34224852
-853.964292562,513.179367651,10445.5757809,137.180867209,4092.11295183,1159.71021239,37.431644554
1316.5936444,1660.50610058,7167.80780981,45.7404522873,6138.72045182,2135.97162121,665.69879602
-834.666029435,4873.94675158,10478.8186397,305.914868225,3494.44652954,773.313386173,167.410098503
225.625043615,3921.75803962,9505.20099769,980.962894426,3190.11958601,2017.70381692,418.053530559
60.3989016849,2286.95966614,8010.99121168,29.6202989969,2992.33384922,1221.26214035,537.163939897
687.090974753,1843.34638878,10368.2339131,825.579988168,1387.24159889,1095.62292878,811.883252234
438.096235037,1799.94437896,7835.40215555,834.039032591,1449.93508948,1233.36686852,295.740727534
1573.10058138,2783.4280125,11107.4732535,244.394754007,3292.90376709,761.913784774,971.841072376
6.93163367735,1173.39642786,11554.1882943,925.689559059,2568.78854337,1386.42972086,268.626972357
-165.662043291,9234.03454096,9596.99797977,6.69685681866,2327.44080358,472.854713022,713.618182476
464.123858606,5949.84673972,8551.13376596,859.199017105,3940.48544624,1016.32274448,208.587504291
-484.437787267,3597.97125754,9017.20384005,977.62555717,1419.17422831,1023.76401521,747.726401947
1973.76696272,3267.48005313,10988.7661831,706.242955782,2094.86845918,897.147670778,188.100274309
65.8862343698,406.298553028,12868.379703,155.413422989,4980.20364645,795.506429946,376.343776839
859.727368013,3837.11570964,10918.3091131,48.7783643762,2857.47132314,1003.80986758,113.871824607
-1863.14284969,4097.78184365,9143.25890496,989.394551896,2471.40635553,1027.80915256,661.633954651
-2384.35099674,2912.27868954,9246.99517733,162.256234402,2686.60994187,751.582663893,987.273799319
-411.038844763,2026.77058339,11693.9708381,861.5798071,2039.40215447,1177.35609372,680.843151185
-281.505742895,4634.82754126,6629.45120742,564.086473041,3458.5823781,2081.87368221,658.700714546
1256.14077699,117.125161912,10062.8173078,184.738295547,4203.49279354,816.232305934,646.090459609
850.633177856,1382.57263694,11053.4452032,89.2436085404,2542.64156715,843.821581686,361.914605887
346.073875176,3323.30351986,11165.3251563,768.53731434,3266.26364793,714.830458646,160.467358446
420.832537194,1482.86300109,6543.66371442,942.963413871,4190.29210268,1653.85060755,341.76806614
-1884.38956844,2252.00249434,9685.71113669,393.752651367,3317.47828425,1115.60289177,789.311392347
378.180351744,5515.15031216,11154.475029,882.792241407,5425.24768023,1068.2899483,453.371051147
30.5847966947,16501.9164886,8672.66002015,997.718294879,3298.97785097,917.59722881,256.80996509
454.966470203,2521.33364814,8704.82883062,400.66826149,2359.16114888,1124.99397291,70.1500699347
-911.121504586,5033.79374279,11027.4454363,914.052484524,2767.23863015,1338.37253484,907.974672951
234.802581984,11283.6278927,10074.0044445,773.898979692,2938.62060076,1539.94961695,894.029383467
965.429196485,1659.55889613,7780.00908322,506.510409945,4240.88586178,830.186661665,680.518847287
-851.377425816,4893.41941308,9065.42200686,0.0677340640231,1923.00442154,1259.92013191,310.062154367
-608.268916116,2849.64851636,10309.3008557,919.359551067,3601.11366665,839.311940146,141.25393028
-2095.48680429,9868.45722995,9457.52917193,305.127509642,1260.24464944,1881.025584,992.500362203
1204.43138162,842.017390634,11925.6096734,900.872588376,4060.82777366,1172.81392212,127.500503908
-695.459841235,4240.51076961,12283.5725327,999.810152215,4575.09250425,995.825394964,578.165402907
376.502229883,2557.57829071,7100.99905395,999.47483174,3043.30833631,750.235142197,201.380657783
1167.12121671,3262.67008473,14962.8564379,302.076354069,2965.26580857,845.652185458,598.341536578
-629.79900356,3584.68406186,12017.8396869,340.915152037,5244.57137505,2074.55253396,824.609167293
2650.76880373,5258.04927304,8301.99283334,7.22617335502,2925.03443917,667.095298676,336.121549331
-23.4880390184,2653.14344987,7231.20526135,703.801175083,4780.43376929,734.293762981,210.526444574
477.720078731,13753.2551232,5984.05670934,587.10357825,6097.36548601,1064.32430972,667.853768676
139.106376259,5059.29106408,11556.0038147,278.288874187,4417.33715095,1290.49766242,522.499637657
-525.369416605,5846.3755892,5490.38393394,757.928300676,3087.24777321,1140.85942269,280.414049401
420.547154253,5697.04394255,4404.89043313,9.47459784108,6943.37103151,948.549990914,292.323937875
-153.820785508,1700.38362442,8686.56777228,241.268445686,5251.99615845,1057.12116253,37.1981603496
1688.74312364,1479.20906755,10387.3091001,995.684799069,4612.02303469,1944.55875331,361.305801055
188.351280824,2345.52517753,11399.9410266,426.531814171,2120.23255654,604.894626884,674.698678872
1664.48117904,5336.87165285,10597.5897113,127.780856901,5838.25985629,1368.42487042,655.283592405
1890.93436516,1465.47358892,9770.99001948,998.76407297,2055.95167394,976.548714711,876.073338775
18.0048893234,964.995199062,12563.209059,311.11582134,2409.62177211,1225.29703805,601.264371072
448.268489958,1149.91658304,10625.3977376,562.958697685,5739.88027645,1044.78732134,611.570169339
-1319.72822463,3044.71071621,11360.6908823,983.23430073,4917.88899441,776.752465703,649.383151345
205.476801235,5895.07209476,10850.0900345,1.09404149828,2999.57815076,2193.98922706,583.949270268
-973.70463634,7924.76038094,9279.44973473,74.6269179105,4539.06824771,997.340181982,637.079344597
-416.887090808,3884.79402523,10444.362362,674.836079989,3006.05537427,993.630955978,968.904909788
502.704841887,6471.81552799,11750.9061472,746.828124858,5999.45663938,2058.07922132,297.977852058
1125.95938248,2468.69849865,13620.6563775,249.563042654,7806.09847003,1031.68363488,843.611436563
63.2219462642,2063.48938828,13735.9350557,46.681411959,5194.24605783,2177.40450104,589.832088109
-938.017331336,1580.74699375,9854.76254782,919.034396298,2726.0707713,1002.82961903,556.181147159
-414.676278608,1682.91605188,10074.7944325,809.798601789,3799.3563546,927.878755984,594.178304552
879.995590469,7407.89721279,10693.956514,949.167801056,2928.10194069,2078.00733621,746.296825395
826.210542567,12007.4388923,8840.83306006,756.358832069,3062.69556263,970.7663796,120.694314641
1378.93878622,2410.55941514,9344.78483171,770.812726781,5975.64806751,931.218100961,312.41595315
722.182293814,2924.97474109,13281.4393537,825.032542911,2601.77444506,2054.00320656,649.46478324
694.11409589,4493.87031216,7921.2070748,382.353876267,6608.53454867,880.057831217,403.54227436
977.134487486,4460.64234944,9945.21590932,21.728719069,4707.52151532,2500.84718325,677.594288466
-268.069391278,1374.04514883,9630.40402984,387.053227487,4883.61298868,1155.77916798,553.302945246
1279.52913619,1394.22424085,8718.30023827,96.1127495266,6338.11932539,673.505869426,775.342896935
-389.504472047,1943.85858256,11661.6805249,396.826970938,2715.06048591,1634.60590821,75.5308099737
1085.62509123,2914.04719068,8686.4395004,1.23750530891,1808.69455901,1022.38507853,450.435341724
-1302.91579445,3141.523591,13059.7809237,985.239374823,1905.48784897,1989.9515202,325.285802182
2032.30097801,1868.75059819,13056.8869141,34.5603021355,1337.49472509,1182.03437073,762.856521417
-616.939926206,1010.16999446,10131.4475938,919.975767369,3357.62790656,2248.01880575,547.709848015
-771.334345727,4033.59891215,11439.4877378,658.563957827,3345.29249407,1208.7204197,206.966778774
-1543.20063961,1496.65888553,9894.80442825,336.416508137,2706.33078595,2204.78155994,280.544000695
-956.854484891,1140.70870709,10799.3114524,237.377745007,8383.33856065,1478.60014099,930.707224063
-931.716869529,5143.13126316,5380.79267231,988.161384171,3080.65063665,1139.60870802,442.647522619
-403.142672317,2808.41465539,8002.30706199,163.442050974,2073.36853382,1149.92279162,261.75919414
-102.927739994,5804.76580887,11786.9264805,996.290387642,2344.24706125,1650.05734139,923.665192383
-863.748995727,3465.75662425,11381.3077785,378.053055445,2948.08136531,1046.40024674,164.061590203
1755.53871156,3657.0142697,10832.2348473,833.57361864,1919.01780323,858.486298838,722.019757968
155.306041201,682.18637305,9944.77982186,981.969921132,2273.52468104,1117.68319445,588.940404786
-889.286855011,4324.73291852,6982.39624779,995.218091951,3864.73272412,1067.70724213,555.313803098
1863.8960032,3676.91005264,10104.3480494,0.0941258273917,4819.37439586,865.170624481,79.4578294083
710.557743063,3966.44647404,6327.85959686,634.377733502,5131.7382512,1085.04766696,654.244460581
1107.59281817,3689.26501432,11629.0162767,976.827728951,2644.35048842,1162.44453049,609.118375563
960.144642675,5680.61952177,10395.4011971,447.279457659,2857.85313197,784.164729156,469.977420908
-618.93308846,4930.0579657,5618.6767584,662.01915531,3654.25426985,1837.39718656,350.976486982
-937.022919955,1840.81270696,8726.62562596,135.82603807,1493.22336582,1807.94598324,313.460750553
-244.02285649,591.815187464,5158.56636378,924.976019431,2633.81877567,1059.12437,718.871342318
282.582253334,6803.24906811,9791.3255469,792.21256473,1746.97369287,897.966176759,412.312455556
340.510861628,5968.38352168,7472.04232127,395.510739983,1413.42071207,926.290821948,686.766934821
-935.273424907,2505.87296495,6461.23806484,208.067533308,4945.75731624,989.86129793,544.203020083
90.400302309,5763.29068736,8845.95572881,673.144772098,2950.90580521,938.385845614,246.917718422
-84.5870038736,1745.49083208,11795.53833,997.575681957,5577.20359308,1573.14772488,275.414459632
-1295.26185563,3825.5692222,9563.0794132,965.300398541,4698.48159571,1126.28695156,91.2574887595
188.954217274,3459.20129668,13814.1393807,847.415910911,2229.45566472,1155.68259291,970.518188037
384.046468042,5256.1013815,11192.0501355,983.595680641,3174.40928391,435.157306775,785.886371652
-2123.72462631,4748.86269978,9429.09341117,292.159625666,7711.19735833,982.496150148,725.731733077
786.801609923,3782.81709384,9069.44786619,224.090051402,2400.36025056,1326.38722201,599.868726432
-29.646704023,676.819552496,9242.46925915,989.552429871,2143.28783226,2038.7975195,206.538430252
-375.598863085,1859.15933953,8127.33710328,980.792061364,3858.50649873,991.427667612,899.439862622
2309.34098092,2095.1572285,13324.8744474,942.090706949,3059.04491746,1061.73015901,748.735637029
1004.14649902,19560.0208452,11088.2517725,56.3176983777,3033.98436981,2108.95176714,711.94767655
263.967808251,3261.06809742,10695.17814,1.62992209695,3078.45774098,1048.01624825,537.924488678
-1649.95336331,2050.84316482,6898.4258664,271.895912173,2171.65524083,2207.8558668,163.567967877
25.3661456633,4580.64040832,11319.284195,108.974484434,2326.5082062,1028.67881733,960.190844471
-2124.03252237,6149.09423171,8129.4385011,736.874186034,3998.26213422,812.018193937,522.327641635
1638.23578442,5821.76452576,9465.42642893,685.192209745,2912.82653112,724.67982663,736.722742273
665.569994081,5254.11527391,12961.8516063,724.462194652,3014.84697776,1134.85450035,299.196234552
-373.97133551,2328.74123573,9817.90330158,830.490778144,4257.66489866,783.701163498,829.682663288
913.689427556,4360.37492752,11517.6502915,993.652991696,3419.59141971,753.708245884,439.754858091
1000.81643244,3894.80410007,7275.99734462,729.704180101,3174.06292167,836.685837177,804.886342631
1144.15267382,1880.44059533,8750.97703491,576.907839686,3331.60002522,955.919444916,789.197459942
-1043.90303495,772.865138298,11212.2036121,998.574033981,1614.1904146,1984.68670345,507.414730114
-31.9614700164,3540.93419696,8356.99853059,286.467867383,4023.7596632,1322.68019341,189.079118398
486.229287484,875.789805538,8444.82921554,552.629932511,2838.03518909,852.789933283,44.2836435123
169.316926166,2186.33233654,10101.9243311,332.009760943,2093.93289119,835.030610236,385.734826317
-2593.46783029,1742.79667385,11353.3047278,14.0335652844,5072.94582591,986.654088641,430.062124867
990.51433862,843.861131791,8143.94575722,999.539147213,3145.05798621,916.372901487,926.56046999
214.835524272,193.270196456,10629.5564881,963.335698054,3102.00852398,658.632820582,686.028543499
317.836776333,3366.84846172,8285.55227539,375.750827796,3171.65337527,771.904510265,596.029562559
-385.338286766,5866.74427724,9241.56732613,330.145578955,3038.69505074,1041.56046024,767.459826164
1785.19202778,3290.62534339,10042.5442316,989.395007375,2146.79428992,2348.95637421,84.1543690452
-1703.01339228,3316.10178699,8195.50191887,39.1238002937,7846.30702048,1661.99270356,779.729304297
131.980123451,7415.29741677,10023.1469162,204.381011103,2033.27690674,1204.69036362,525.900092298
695.097708471,5336.2178629,12014.9865477,459.905613789,3504.96550965,1300.70739838,257.794458834
842.538830219,2201.09468396,9824.73745152,723.774202883,7605.10466527,1065.06748397,774.578857712
1255.35518002,1121.46086939,10083.2216301,76.2283302759,3870.2081163,978.19163204,341.391504864
-2667.42785553,2321.01564879,9318.45656542,47.4609066819,4637.17883478,1264.43982925,323.125572525
-2097.89266839,1707.89575457,6278.83255334,438.265550938,1738.01921325,965.976203698,866.971485623
-914.346603994,5474.14717326,9188.17650589,924.577989254,3425.08716228,2096.72524441,988.596293772
-1319.37524117,17343.0326151,8289.56862861,62.770695694,5052.43972238,1268.40729627,275.501871452
656.818794531,1674.25582854,10733.9971403,963.402477725,2115.64667346,1857.4829191,518.391224648
1765.64725629,10779.7166121,8964.99974244,55.0967317285,3635.83093629,875.141442773,33.5116854335
-524.892892337,6964.50607436,14327.7199562,419.231493546,2995.93367161,1952.36367236,983.558087551
-449.577630406,2200.30118393,13412.3636068,870.372639849,5727.71509131,1749.68425137,237.776845987
344.097995021,1870.81689919,7665.75631742,262.16521206,5516.3767371,979.230789692,775.235060206
-617.461605228,4919.911224,15469.4264096,901.432992649,1207.74588219,1129.4757698,208.065313063
-366.733648706,2292.53737634,8146.21405418,796.219139092,3606.40232613,799.279371097,543.592550403
-1146.97096797,2444.98857746,9169.21624075,34.9805355353,3263.5004581,874.0839263,718.738005786
-343.593712909,1187.74002742,9564.25662069,999.940152858,5359.63724036,1307.01227273,833.269527773
-759.886333152,4177.50024351,10110.4345617,971.713161849,3090.99009293,1925.91836535,979.576160603
-2075.00573898,5225.22725113,9747.88203676,59.4435320936,4839.33387619,1026.11402981,6.41503522319
714.558796062,13510.3619646,13485.3221654,43.357561773,1991.44609207,732.488238699,495.132469836
-1148.90571182,3824.11155132,8927.48574372,15.906821565,1865.69908783,1881.25966111,608.75909753
335.940086629,4245.20235325,8281.70931735,264.817426775,3387.16963232,1030.30944508,977.757722045
674.52459814,401.166224993,8258.21847022,385.926156029,4898.14443501,936.279943005,822.185145289
-1308.11011178,3101.33339033,10730.2958492,42.0479634452,4548.77917033,628.159801945,55.3322166785
832.934019691,3348.99252578,11324.6047419,773.159938642,6356.41916917,2099.23958572,906.465096498
-393.015901968,4831.60303013,8660.34736157,155.233082233,3445.44710484,1336.90283722,945.23612204
-857.339416801,14937.5890824,9516.73832695,160.727915061,3026.35297915,1013.01835325,824.33725079
-1158.30033553,4208.7807938,13099.0019687,772.281656843,2912.23276523,2059.07960274,294.04708098
1870.44255243,4001.47876072,12805.4857647,814.836368065,2978.75552103,1102.71224331,880.483069943
980.016844931,1400.56624315,9853.72514725,969.855840113,2593.52033154,1421.06020219,521.173096529
-1086.26992322,3113.04462956,11470.1629602,819.891105836,2893.30797431,1263.78586503,73.9259304611
785.363767866,2970.71328405,9587.21701634,470.8821482,4835.80240648,1010.90474212,228.114532502
665.115076814,1825.07687373,12936.2180788,972.51131115,3056.82225858,1165.44059182,626.095377412
1314.29078508,1760.95709641,14495.0028365,968.813847181,2449.86211442,1109.63048747,96.8344255151
90.2474819064,2282.23144512,11266.3523953,386.002207159,6244.02514363,2182.57061675,573.325442287
483.834447596,2803.24993379,8376.3031184,609.906237636,3237.77166865,1020.13850408,780.388982154
-877.069990832,7356.12123087,9786.70608566,161.856238355,4199.37828113,770.446227455,26.4635186217
1330.02140879,2241.1428465,8932.36750477,74.8543278917,4983.8127479,1276.07896143,59.2970624446
902.046108138,1535.79839138,13327.248643,970.901101654,2838.56554223,934.933192855,949.318841919
-1899.43662114,5495.59688208,9888.00281842,671.016088818,4753.61698591,1041.5660358,105.333982456
-741.613643006,6312.09223325,8306.28777142,842.984953519,3845.20262636,1781.58900923,621.682239196
-431.262722588,5358.85195304,7937.43811389,21.7886916534,5240.74472245,1074.91693112,907.154245999
356.349866529,5951.85948976,11396.257878,188.598445064,3579.07106017,1275.75649954,695.205522119
546.125065404,1763.65615494,12449.7205818,352.370285602,2812.07392096,741.653234776,974.40552931
-357.692449175,1060.94848511,11402.0368922,501.008005579,4822.42412125,865.08183697,863.843311947
-1519.51493711,1116.7475221,8969.42172731,17.7459344354,3903.88444578,1731.54893743,265.953186451
883.07795572,1926.47967481,10579.0723815,772.573697362,2494.15009884,1877.60059072,554.592435355
-97.7348493591,8286.70228163,12091.7784553,960.201670347,2250.28623028,2073.20104183,596.099804035
740.192131748,5261.10098039,10128.8812802,129.161120327,1713.60679581,2195.9333179,8.71623025226
-350.443610898,8603.53825687,8380.57854522,796.509566862,1613.57804866,646.182604002,450.809951494
-427.385827304,1446.38192177,8070.31987069,967.525245027,6557.97463431,514.722598956,313.70711774
921.828391055,4111.86117796,12236.8606856,211.867924409,2452.43525707,1185.25353875,861.535526733
-65.5308421716,7463.48423244,12708.7097065,195.064754248,1657.29982536,1008.16547011,637.916640873
272.986419661,2065.80346422,10620.3913041,142.436563508,2272.28784515,1153.67514583,657.897473321
-682.208811218,477.260991148,9646.12054019,642.027621895,2327.34009972,1133.34771109,285.90091435
312.337866824,6124.87972428,10862.848356,251.18792212,4236.01528236,1040.53876592,87.9529512574
-338.338470461,3637.77537066,11532.7596811,708.135930486,1461.67885239,1181.17327903,725.515138753
-1325.58300828,6467.31009414,11002.4351657,316.266897711,2619.76818709,790.390181859,991.871299732
-130.898964514,7300.79073796,9592.68941362,39.8456227565,4834.45964649,967.413754229,903.570899253
1621.42047803,3540.95316373,10748.6243536,871.072516119,4392.47919871,2107.07713989,536.929163376
-2524.92484837,4393.49497012,12405.4961604,349.026493391,2983.48305681,1224.63693119,767.648271409
1580.91034982,2915.09737395,12165.8432218,382.800532473,2650.14088533,1807.23708698,862.091221464
-629.757423373,2364.93079413,9942.72818642,346.035000334,3377.71497813,748.764503939,329.378642696
890.454994967,13795.7877558,10676.5337072,878.595629694,4066.24374234,1627.62546046,352.253892759
398.828301532,1219.87701387,9210.94399643,494.210085696,5551.53791733,2248.80933692,62.7500146778
-1881.4965872,5756.77985205,9555.97386612,786.364538594,4782.95547289,1246.82275457,513.509220858
-910.978681233,848.0017951,9166.72161319,995.793184866,3374.77321049,1034.42871787,157.92154298
880.116140885,7226.07509496,4357.4991719,970.113852047,2613.75164413,1876.96645025,302.409428396
-144.891130861,2737.615923,10396.2826802,727.611216214,5121.72897941,646.585285012,176.103142958
-1435.61889357,3049.37221281,11416.0725595,477.946231277,2126.18749646,1011.61664764,596.46606674
-1536.96519864,6425.61742916,10995.2966356,904.24550029,3482.40096193,694.232924617,90.0372011532
1101.52937579,7006.95397483,6074.68693323,101.506405248,3381.76001821,953.643181611,522.923409025
-1126.56276231,8299.61089484,10182.6195721,980.799263086,3696.37082004,1007.31989649,776.577640083
-475.04574019,1181.01347063,8261.42628383,377.704220038,3375.54497221,914.631186585,589.734814888
-1107.24152698,4649.41706729,9685.95731579,1.63639175837,3636.76581284,1022.60610263,613.269675779
-1601.80175586,1924.9306729,6886.00452325,132.495686634,4368.28048421,599.846122146,84.6987727829
1473.80927277,889.719700099,10340.6538283,349.467601637,3357.55162978,885.19582019,972.773682861
-1708.5424195,6431.15421677,12956.9956204,44.5924261928,1885.06998962,1978.98419953,218.670329393
1462.69246681,3253.67321384,10294.852418,153.412119471,3324.04647158,873.636687558,736.937579336
1224.00128543,4976.43715672,9512.6783762,673.001092007,1779.91709943,1052.29286035,518.930794094
