zipf0.01,zipf0.5,zipf1,zipf1.5,zipf2,zipf2.5,zipf3
3873147844603,1,2,1,1,1,1
7289327421192,1,1,1,1,1,1
1315,1,1,1,1,2,1
25343578,1,4,1,3,1,2
307339712942242,45,4,1,1,1,1
2,13,2,1,1,1,1
55615013,2,1,1,1,1,1
45469519959871072,7,1,2,1,1,1
540516,5,1,1,7,1,1
8778,1,1,2,1,1,1
5217,1,1,1,1,1,1
26808,1,1,1,1,1,1
102527918974867,2,7,3,1,1,2
15940476913,61,9,1,1,1,1
1208169,1,1,1,2,1,1
42453621119800520,7,1,1,1,1,1
24957369303,3,1,1,1,1,1
956815078994972416,1,4,1,1,1,1
333464072791774592,1,4,1,1,1,1
210300,2,1,1,1,1,1
27217138,1,2,3,1,1,1
23468459967892980,3,1,1,1,1,1
98525837237,2,1,2,1,2,1
1,1,1,2,1,1,1
2,1,2,1,1,1,1
20,269,1,1,1,1,1
49616098720325,1,1,1,2,1,1
7814740067705783296,1,1,4,1,1,1
216,1,2,1,2,1,1
1141568447012561,1,5,1,1,1,1
145964210317930,2,7,1,1,1,1
2909013,1,1,2,1,1,1
817782347782076,1,1,1,1,1,1
104169627911792,1,1,1,1,1,1
85538448562,3,2,1,2,1,1
359734,3,1,3,1,1,1
28848087615,1,10,1,1,1,1
682795284,74,1,1,1,2,1
477795798043323,2037,1,1,1,1,1
281341674,3,1,4,1,1,1
5,1,1,1,2,1,1
28091,1,1,1,2,1,1
1174,1,2,1,1,1,1
3,2,1,1,1,1,1
678,11,1,1,1,2,1
2,40,1,1,1,1,1
8438,15,1,1,1,1,1
134579775559951,1,1,1,2,1,1
58,3,1,1,1,1,1
13480629887817664,3,1,3,1,1,1
27929638383,1,2,2,1,1,1
2572027269150,6,2,1,1,2,1
18674,1,1,1,1,1,1
960490011474715904,8,1,1,2,1,2
1415672892454,1,1,1,2,1,1
288663733392120,2,1,1,3,1,1
74083352005579360,48,1,2,4,3,3
856962491,4,1,1,1,1,1
460,2,4,13,1,1,1
215555,2,1,1,1,1,1
200866455588547680,5,1,1,1,1,1
6077704745148808,1,1,2,1,1,1
307026087859730,56,1,2,1,3,1
13522417,1820,1,1,1,1,1
94003147482,63,1,3,1,1,1
1,1,1,1,1,1,1
2,1,1,2,2,1,1
32328612111,2,1,3,1,1,1
9271,1,1,2,1,1,1
48857365674,5,4,1,1,1,1
2855025249000416256,2,3,1,1,1,1
2629031,1,419,6,1,3,1
4409798,4,1,1,1,1,1
54936700687139464,7,2,2,1,1,3
593115414594685184,1,1,6,1,1,1
479712097790885,1,1,1,1,1,1
315018,1,4,1,1,1,1
10686362495754,1,17,1,1,1,1
36820188088,174,1,1,1,2,1
7,1,1,1,1,1,1
38680,50,4,1,1,1,1
22,2,8,1,1,1,1
8,3,1,1,2,1,1
3420979801381882,1,1,4,1,1,1
4173976437926172,1,1,1,1,1,1
14460,2,2,1,1,1,1
119,2,1,9,1,1,1
303592415179,141,1,1,1,1,1
20,56,9,1,1,1,1
4783849,3,3,1,2,1,1
2482325419611,1,1,1,1,1,1
576593173778522496,2,1,1,1,1,1
696480226337419648,1,1,1,1,1,1
14706893,1,1,1,1,1,1
8953139335,78,1,1,3,1,1
466643299062,1,1,1,1,1,2
525215090,1,1,1,3,1,1
1531851171308364,1,1,1,2,2,1
1121127,2,1,4,1,1,1
630,20,2,2,1,1,1
4042,1,1,1,1,3,1
14472618267233808,15,1,1,1,1,1
1034859,2,12,1,1,1,1
257187955603966784,2,1,2,1,1,1
8289206547,1,2,1,23,1,1
9664541838362,77,4,1,1,1,1
1678102812666988032,12,1,1,1,1,1
51971938,5,2,1,1,1,1
5,1,1,1,1,1,1
144,3,1,1,1,1,1
1,1,1,1,1,1,1
10184149622660,1,1,1,1,1,1
108,1,21,1,1,1,1
3,82,3,5,1,1,1
13709171435,54,1,10,1,1,1
1654083323477,12,1,12,1,1,1
520686447637945344,9,1,1,1,1,1
6813983918499317,2,2,1,2,1,1
4114,128,1,1,1,1,1
289642752990617,1,2,1,1,2,1
37630,1,1,1,2,1,1
13,9,1,1,1,1,1
863766574966188672,1,1,1,1,2,1
380547915667,2,2,1,1,1,1
2592580517849,13,2,1,1,1,1
37042,1,3,1,1,1,1
1242546754087,2,3,1,2,1,1
4415916,9949,4,2,1,1,1
39143,1,8,1,1,1,1
8564673677587073,2,2,4,1,1,1
50711524,1,1,1,1,2,1
34007152503964116,1,2,1,1,1,1
154844079445862048,1,1,3,1,1,1
92067948586031856,1,1,26,1,1,1
1,1,1,2,1,2,1
1074972322067275392,1,1,1,1,1,2
77,2,2,1,1,1,1
24544881700309,5,1,1,1,2,2
4918721058509432832,160,1,1,1,1,1
14,2,5,1,1,1,1
649658,1,1,1,1,1,3
182967916250035744,22,12,1,1,1,1
8299215514,53,1,3,1,1,1
385276675270795840,19,1,1,1,4,1
1661630637717099,2,41,1,1,1,3
122299655318099,1,1,3,1,1,1
18,2,1,1,1,1,1
34176343547430,119,1,1,1,1,1
1823063669776,1,1,1,1,2,1
490090,5,1,4,1,1,1
7,1,2,1,2,1,1
6573359,1,1,1,1,1,1
230637231,1,5,1,1,1,1
2965221748,1,1,1,1,1,1
1117215,1,1,1,1,1,1
4,1,1,1,1,1,1
1265,170,1,1,1,1,1
1427285374558257,1,2,1,1,1,1
263301457920215,14,7,1,1,2,1
306444588,12,1,1,1,2,1
29617,2,1,1,1,1,2
630408,1,6,1,1,1,1
1223166750471223552,1,1,1,1,1,1
36745056778,1,1,1,1,1,1
276598,1,4,10,1,1,1
7085456586,2,1,1,1,1,1
27,1,4,1,1,1,1
14578120194133,74,3,1,1,1,1
94895601,13,3,7,1,1,1
861017963922026624,13,1,1,1,1,1
18,1,1,2,1,1,1
55733900057512648,1,1,1,2,1,1
1,1,1,2,1,1,1
660788106404808576,2,1,2,1,1,1
1781,2,2,1,1,1,2
380702436192511,1,2,1,1,1,1
147819398,12,1,1,1,1,1
95385,3,2,1,1,1,1
20543360,2,3,2,1,1,1
3267583968727488,1,2,3,1,1,1
2357224624453,2,2,2,1,2,1
148706554649560,1,2,1,1,2,1
42275371319826,4,1,2,1,1,1
4350903571434951168,29,1,3,1,1,1
1091744237997009280,2,2,1,1,1,1
2021,6,1,1,1,1,1
13762796,4,1,12,1,1,1
995511,15,5,1,1,1,2
2841570718442179,1,1,1,1,6,1
8328,1,1,4,1,1,1
1,1,2,1,1,1,1
62804548912160152,29,1,5,2,1,1
171943,47,18,1,1,1,1
184514228098,3,1,1,1,1,1
164756137411112,6,1,1,1,1,1
694347625958424,42,1,1,1,1,1
37706981010776400,2042,1,1,1,1,1
906808993275466752,8,1,1,3,1,1
8489957113753257984,68,1,1,1,1,1
677018,2,1,3,1,1,1
22,1,1,1,1,1,1
670570743,3,2,1,1,1,3
38411480,1,1,1,4,1,1
15327358097581,1,3,2,1,1,1
25601242237046188,7,2,1,1,1,1
9,4,1,1,1,1,1
82445682561648336,1,3,1,1,1,1
67066421602907720,3,1,1,4,1,1
40785157586,1,1,1,1,1,1
112294816692020,52,4,1,1,1,1
104,18,1,2,1,1,1
132081238,458,5,1,3,1,1
304361475,2,1,1,1,1,1
690281498639406720,1,5,1,1,1,1
2825960,1,1,1,1,1,1
27708733048487500,3,1,2,1,1,2
303,3,1,1,1,1,1
776659850476074624,1,2,86,1,1,1
8040232254702252032,44,3,1,1,1,1
15,1,2,1,1,2,1
14356918722438590,1,1,1,1,1,1
1900287379808,149,2,1,3,1,1
5,1,1,1,1,1,1
1,1,1,2,1,1,5
22230799937981,185,14,1,3,1,1
98,1,1,2,1,1,1
1140082226294614144,1,1,1,1,1,1
1575482602072347,1,1,1,2,1,1
662065873621518,1,1,1,1,1,1
99,3,1,1,2,1,1
210308138001759,21727,1,1,1,1,1
239119037,1,1,4,1,1,1
1931211387500222464,1,2,1,1,1,1
508872,7,1,1,1,1,1
5576,16,20,1,1,1,1
352929458,1,1,1,1,1,1
13,1,1,1,1,1,1
80217695340421248,1,1,1,1,1,1
3179906402920264,10,1,1,1,2,1
24148493949047076,80,1,1,1,1,1
10057,1,1,1,1,1,1
251202483478,1,2,1,1,1,1
51076,1,2,1,1,1,1
43846098555154880,1,1,1,1,1,1
25133337042637,9,1,3,1,1,1
17274042,1,1,2,2,1,1
221654195573019008,3,1,1,1,1,1
1,33,12,1,2,1,1
4623360458250748928,1,5,1,3,3,1
35014154733698688,3,1,5,1,1,4
1,1,1,1,1,1,1
2,5,3,2,1,1,1
38739772896768200,1,1,1,1,1,1
905366973475756288,54,12,1,1,1,1
2461614938484591616,1,1,1,2,5,1
4389076780311349,1,2,1,1,1,1
1,3,1,1,1,1,1
12076192455,5,7,1,2,1,1
2341031759712291840,8,1,1,2,1,1
441878073376,1,1,1,2,1,2
4533361,14,1,1,1,1,1
1177437289713831,12,1,1,1,1,1
13576763941148,149,1,1,1,1,1
1597,1,2,1,1,1,1
5711,1,1,1,1,1,3
2056,1,4,1,1,1,2
2430044200361564672,1,1,1,1,1,1
776285143602841728,1,1,1,2,1,1
25315,1,1,1,1,1,1
287016860318950144,1,1,1,1,1,1
120797532140,1,1,2,1,1,1
3302421322248,1,1,1,1,1,1
11565771270199252,6,2,1,1,2,1
1473146913752004608,11,1,1,3,3,3
27,2,4,1,1,1,1
116627560503994448,326,1,1,1,1,1
942110,1,1,2,1,1,1
5400,1,10,1,1,1,1
60969382117936,1,89,1,1,1,1
1000,1,1,1,1,1,2
4495071755,2,1,1,1,1,1
705137420828092,1,1,1,2,1,1
1140790306606284,1,1,1,5,1,1
3,1,1,1,1,1,1
186036415015,1,1,1,1,1,4
795,3776,2,1,2,1,1
607258640389,1,1,2,1,1,2
57,9,2,1,1,1,1
303,8,7,1,1,2,2
8429713439024357376,2,16,1,1,1,1
3207967930399336448,1,2,1,1,1,1
23524,7,1,1,1,1,1
13871514308115732,1,1,1,1,1,1
8613888656546,1,8,1,3,1,2
10048998513571066,1,3,1,1,1,1
476770,4,2,1,4,1,1
864355141655,7,11,1,1,2,1
2,1,1,1,1,2,2
19598547,5,1,1,1,1,1
150986744674535,3,1,4,1,1,1
22,1,1,1,2,1,1
51508289,4,4,3,1,1,1
143617165,6,1,1,1,1,1
192542835771453152,9913,1,1,1,1,1
165110703910859424,4,1,1,1,1,1
689320692519,2,1,1,1,1,2
6366653904879633,1,1,1,1,1,2
568201,2,4,1,1,1,1
1447680734645007872,4,1,2,2,1,1
5996,1683,19,1,3,1,1
7780523456140642,1,14,1,1,1,1
16320857567,1,15,1,1,1,1
27593,1,1,1,1,1,1
6,10,5,1,1,1,1
3,15,2,1,1,1,1
347194,4,1,7,1,1,1
47,255,1,1,1,1,2
1784498850,38,1,1,1,1,1
13,3,8,7,2,1,1
403,2,1,1,1,1,1
37,2,2,2,13,1,1
20828894114106,64,18,1,2,1,1
36,1,1,1,1,1,1
5133610919119157248,7,1,1,1,1,1
644474502134311936,12480,1,1,2,1,1
423011,7,2,1,1,1,1
1113275588,3,2,1,2,1,1
2670228,1,14,2,1,2,1
99405638,6,4,2,1,1,1
2653356403,33,1,1,6,1,1
1221,1,4,1,2,1,2
19783298041243960,33,1,1,2,1,1
68814244739747344,1,1,2,2,1,1
6912700381,1,7,1,1,1,1
35632,1,1,2,1,1,1
18674379,3,1,1,1,1,1
2,94,1,2,1,3,2
5874779677729716,68,1,3,1,2,1
1584094303591897600,11,5,1,1,1,1
2840834539324821,8,3,1,1,1,1
235344160785795,1,1,1,2,1,1
56037,5,3,2,1,1,1
41192130248,1,5,1,1,12,1
30050,2,1,1,2,1,1
23662,16,1,1,1,1,1
103,2,1,1,1,1,1
211704,1,12,2,1,1,1
417397,16,1,1,1,1,1
5,2,1,1,1,1,1
154634609507385184,5,1,2,1,2,1
20215261380488,2,16,3,1,1,1
6391213975063566336,1,14,1,1,1,1
17,1,1,1,1,1,1
230,9,1,2,1,1,1
2693651920015,1,1,1,1,1,1
209088520066850,3,1,2,1,1,1
67,55,2,2,1,1,1
5,1,1,5,3,1,1
666291538,23,6,1,1,1,1
1417660513246788608,1,1,1,1,1,1
239,33,1,1,1,1,1
1513369,33,5,1,1,1,1
44459665526649,10,2,1,1,1,1
498790523999067,1,2,1,1,2,2
15,154,1,1,1,1,1
2567716983937656832,14,1,1,1,1,1
39031054,9,1,1,1,1,1
65572,41,1,1,1,1,1
12275176771185,1,3,1,1,1,1
229157297645643808,1,7,1,1,1,1
516404577790387,1,1,1,1,1,1
119,867,2,1,1,1,1
48548,1,1,1,1,1,1
1601819,9,1,1,1,1,1
118527233737026,1,1,4,4,1,1
4799,2,2,1,1,1,1
3355286503029850,2,3,1,1,1,1
10,1,1,1,1,2,1
3492205137,1,5,1,1,1,1
49910502927,2,1,1,2,1,2
18384853154322300,2,1,2,1,1,1
662190166,20,1,1,2,1,1
1394921913828799488,4,14,1,1,1,2
2201644227398288,1035,1,1,1,2,1
1750678186678561024,3,2,1,2,2,1
467360047,2,1,1,3,1,1
18450,6,2,1,1,1,1
75338730740,1,1,1,1,1,1
48156822,2,2,1,1,2,1
5629,1,3,1,1,1,1
56806569074718320,866,1,1,1,1,1
15322892946952828,2,1,1,1,7,1
148,4,1,2,1,1,1
521,1,3,1,1,1,1
638771,32,2,1,1,1,1
225151893794984,2,2,1,3,1,1
1037341668893204,9,3,2,2,1,1
5692996,2,16,1,1,1,1
21470032,15,1,1,1,1,1
235562162,29381,1,1,1,1,2
1324152209773568256,1,8,1,1,1,1
3142839,1,1,1,1,1,1
2158935276829,1,3,1,1,2,1
2189593916,1,1,2,1,1,1
13932506,41,2,1,1,1,2
405135037,1,6,1,1,1,1
8,1,3,2,1,1,1
2058362411547,1,2,1,1,1,1
8993260944,2,1,1,1,1,1
2666,1,18,1,1,2,1
1300793260551192064,1,1,1,1,1,1
1,2,2,1,1,1,1
212707605115028448,91,1,1,2,1,1
225625215243,1,1,1,1,6,1
3345092455,396,2,1,1,1,1
9866313521150834,1,6,2,1,1,1
240146275748344672,3,1,1,1,1,1
4075497176387621888,1,2,1,1,1,1
3487621,57,1,2,1,1,1
1149554204,15,1,1,1,4,6
452537504,1,1,1,1,1,1
63780,1,4,1,1,2,1
23887581316202648,46,1,11,1,1,1
13840155,9,1,1,1,1,2
5193109641858328,11,104,1,2,1,1
6280277715,1,1,2,1,1,1
777754173484909184,1,4,1,2,6,1
6554007027298300,6,5,1,1,2,1
11874915,14,1,1,1,1,1
50538704298852,2,1,2,1,1,1
368747354777,2400,2,1,1,1,1
7410044408045,1,1,13,1,1,1
5308559168951649,5,1,7,2,1,1
183211801,7,1,2,2,1,1
171510387021123872,2,1,1,1,1,1
3021432064,1,5,1,1,2,1
1626,5,1,1,3,1,1
3,4,1,1,1,2,1
372990024384,1,1,1,1,1,1
13208084821418386,4,1,1,1,1,1
11011358962137898,12,1,3,1,1,1
11,19,4,5,1,1,1
2118,1,1,1,3,1,1
2,2,1,1,1,1,1
645002452308053,1,1,3,1,1,1
5968470383277187,1,31,1,1,2,1
16340274110,354,2,1,1,1,1
207953410726433,18,7,1,3,1,1
797896557772688384,22,1,3,1,1,1
44588,6,25,2,1,1,1
100241610369217,10,2,1,1,1,2
164173792176077728,7,1,3,1,1,2
461061770417,7,1,4,1,2,1
170072,1,1,1,1,1,1
2,1,1,1,1,2,3
3248,85,1,2,2,1,1
20,9,2,1,1,1,1
520828929703106,1,1,2,2,1,1
8353214832,1,1,1,1,1,1
125528500261194,1,6,1,1,1,1
22548151604187108,2,1,1,1,1,1
7395293162352612,95,1,1,2,1,1
758839,2,16,1,1,1,1
16559846874441946,16,2,2,1,1,1
43,2,1,1,1,2,1
21292670,1,1,1,1,2,1
1588,1,236,1,1,1,2
17316643,281,1,1,1,4,1
1667843412891083,63174,9,1,1,1,1
22267858234,1,16,1,1,1,1
3500,3,3,4,2,1,1
6321,7,16,1,1,1,1
981783921,51,3,1,1,1,2
16904908752,1,6,20,1,1,1
957,2,2,2,2,1,1
4,1,3,1,1,1,1
167182402,3,1,1,2,1,1
111,11,1,1,1,1,1
118,99,1,2,1,1,1
610872,1,1,1,1,1,2
4298276,1,2,1,1,1,1
105087402761256,3,1,1,1,2,1
120718,1,3,1,1,1,1
3251204,3,1,1,2,1,1
14354327552008270,1,6,1,1,1,1
50647165997,27,1,1,1,1,1
506057439370002,1,3,1,1,1,1
19030855,2,3,1,1,1,1
138244956,1,1,4,1,1,1
23,320,1,3,1,1,1
827327568420,2,1,1,1,1,1
4305898506,1,5,5,1,1,1
34,257,9,1,2,1,1
1144005821239,2,2,1,1,1,1
35497856918848,11,32,1,1,1,1
533285451617,5,1,1,1,1,1
440023995,2,1,1,1,1,1
59015634368919,5,1,1,1,2,1
130227260683,5,3,1,2,1,1
556,2,2,1,1,1,2
15075,2,1,1,1,1,1
10326148359241,1,3,2,1,1,1
4589795189305,7,2,3,1,1,1
229211,56,2,1,1,2,2
166670059905,1,1,1,3,1,1
3782039804394443264,1,1,1,5,1,1
3022380849014576,1,4,1,4,1,1
900911529814,17,2,1,1,2,1
1219,100,1,1,1,1,1
2483436963913601,21,2,1,3,1,1
16,2,1,1,1,1,1
26188073047,1,21,1,1,1,1
184565656305149760,5,1,2,2,1,1
150,1,1,1,1,1,1
91232020,1,1,1,1,1,1
582158825498639360,1,1,1,1,1,1
1463807684760611,4,1,1,1,1,1
1939942377407,216,1,1,1,2,1
5649451657253,11,1,3,1,1,1
1,16,1,1,1,1,1
2624495,6,31,22,1,1,1
1465338363,1,1,1,2,1,2
2192794486,13,23,3,1,1,1
159604461,1,3,1,1,1,1
2254481011201061632,70,1,1,1,1,1
6329,2,1,1,1,2,1
10935619922596862,289,3,1,1,1,1
1,3,2,1,1,1,1
5284240480173935,1,1,2,1,1,1
87578416,3,1,1,1,1,1
1891771197,18,2,2,1,1,1
44491184661583080,1,2,1,1,1,1
60,1,1,1,1,1,1
55980,1,2,1,1,1,1
137700,1,167,1,1,2,1
151734760298,23,3,1,1,2,2
1202434257777935,1,1,2,1,1,1
850959,7,2,1,1,1,1
280405,32,1,1,9,1,1
54328073279,1,4,1,1,1,1
36963803618683,8,1,1,1,1,1
3182219088325476864,3,4,3,1,1,1
79480327,1,6,4,4,1,1
1601057450200900608,1,1,2,1,1,1
9056124142,285,1,1,1,1,1
348973725695332,3,3,2,1,1,1
57,1,1,2,2,1,1
18548592801985,2,6,1,2,1,1
250028354879521,22,6,1,1,1,1
6,1,1,1,1,1,1
140,1,1,1,1,1,1
850930631827599,1,1,1,1,1,1
305,1,1,5,1,3,1
18224807306532640,1,6,1,1,1,1
389,1,36,1,1,1,1
1129587,279,1,2,1,1,1
4,3,15,2,1,1,1
18520,100,63,1,3,1,1
11,1,4,13,1,1,1
794907080,3,1,2,1,1,1
9834,2,1,1,1,1,1
1,1,2,1,1,1,1
123881222,8,1,1,2,1,1
19,1,1,2,1,1,1
340008128110274,5,1,1,1,1,1
12,1,1,1,1,1,1
378122,24,6,2,1,1,1
8983331,1,2,3,1,1,1
30,1,2,1,1,1,1
275729027031577,4,10,1,3,2,1
106,5,2,1,1,1,1
49386516058,75,1,4,1,1,1
13588,6,1,1,1,2,1
61309776968819344,23,1,3,1,1,3
107087,1,2,1,1,1,1
2,1,2,1,1,1,2
93905420327428,1,2,1,1,1,2
13235062530057,1,3,1,1,1,1
9348547415807,2,10,1,1,1,1
171665251,1,2,2,1,1,1
506693528292583936,1,5,1,1,1,1
8,1,1,2,1,1,1
2043734,4,1,1,1,2,1
9684925322,1,1,1,1,1,1
1459065944048589,4,1,1,1,1,1
155120429,1,2,3,2,1,2
660716064102,46,5,2,2,1,1
162894,131,1,2,1,1,3
945247,1,1,1,2,1,2
69687,3,1,6,1,1,2
27378,71,3,1,1,2,1
4259639671665934,4,1,3,1,1,1
2017071501184311,2,17,1,1,1,1
596720,10,1,1,1,1,1
1733158,6,1,1,2,1,1
130955318,575,1,1,1,13,1
937531554469747968,1,1,1,1,1,1
597596,1,1,2,2,1,1
999847224107452800,211,1,7,1,1,1
8473,1,159,1,1,1,2
19,18,1,1,1,1,1
5319,1,2,6,1,1,1
1,10,1,1,1,1,1
2,35,1,1,1,3,1
59,19,1,1,1,1,1
214833522,13,4,2,1,1,1
3477117,2,1,1,2,1,1
298209637,1,1,1,2,1,1
10579270860249,2,1,1,1,1,1
1133227415,3,2,3,1,1,1
7,1,1,2,1,1,1
31857,10,21,1,1,1,1
5,59,1,1,1,1,1
358085,2,1,1,1,1,1
162911,1,1,1,1,1,1
2,1477,2,1,4,1,2
10060146110,10,1,1,1,1,1
2,2,1,1,1,1,1
80262011158695,1,3,3,1,1,1
1284397504377909,2,4,1,1,1,1
9010953378,2,1,1,1,1,1
67,2,1,1,1,1,1
118498150848343152,2,1,1,1,1,1
1239830818681206,1,1,1,1,1,1
358286,1,1,2,1,1,1
2169,1,1,1,1,1,1
3,2,1,1,1,1,1
894819661183115136,2,12,1,1,1,1
170,5,1,1,2,1,1
25595628336282428,1,1,1,1,1,1
4,1,2,1,3,1,1
6882813250,7,3,1,1,1,1
457834,1,1,1,1,1,1
40732710238,1,7,2,1,1,1
81093,13,1,1,1,1,1
162232501440253728,1,2,1,1,1,1
592268543545,1,2,1,1,1,1
365581484912,1,2,2,3,1,1
4668949526,2,2,2,1,1,1
14,5,1,1,2,1,1
4834141,1,1,1,1,2,1
419097019,4,2,3,1,1,1
13004139911023750,12,1,1,1,1,1
20676917898,14,2,1,1,1,1
799278953450,2,1,1,1,1,1
2873,27,1,7,1,1,1
10908603,1,1,2,1,1,1
4679507510854591488,1,1,3,1,1,1
26,862,4,1,1,1,1
64572,1,1,1,1,2,1
435376753734127,1,2,3,1,1,1
77,8,1,1,1,1,1
16,6,1,1,1,1,1
42474,1,1,1,1,1,1
112,11,1,1,1,2,1
55,1,5,1,1,1,1
1548,2,1,1,1,1,1
2,2,1,1,2,1,1
5412678223,1,1,1,1,1,1
45333,5,1,1,1,1,1
2123177,1,1,1,1,1,1
212406,5,1,1,1,3,1
1927183403169559,1,1,1,1,1,1
3312233278546109,8,3,1,1,1,1
29,5,1,3,2,1,1
4533540905465410048,6,2,1,1,1,1
511714665166407,52,4,1,1,1,1
276099427178,3,1,1,1,1,1
170427500339271,33,11,1,2,1,1
45078337890778456,1,15,2,1,1,1
342241,2,4,1,1,1,1
76,4,1,1,1,1,1
15306460835864,1,1,1,1,1,3
10119255173235,2,1,2,1,1,1
287525613003471360,1,1,1,1,1,1
6354384,1,1,1,1,1,1
215085805619221408,1,2,1,1,1,1
3302229,4,1,2,1,1,1
170,7,5,2,1,1,1
37,2,3,1,1,1,1
2164173538,1,1,11,4,1,1
269488702181,4,1,1,1,2,1
595,9,1,1,1,5,1
1026810,37,1,1,1,2,1
2158572833438,14,1,1,10,1,1
431522,1,1,1,1,1,1
2,5,3,1,1,1,1
4,1,89,1,1,1,2
1072277656563085056,2,2,1,1,1,2
441855,3,1,1,1,1,1
3,1,1,1,1,1,1
259575,1,1,1,1,1,1
22918,2,1,6,1,1,1
945872106,2,1,1,1,1,1
206985265692,20,1,1,1,1,1
27068569,1,2,1,1,1,4
6257359,120,7,1,1,1,1
20395538849,1,1,1,1,2,1
13526893988942,13,1,1,1,1,1
1912,4,3,1,1,1,1
1161381,1,2,3,1,1,2
505860863,21,3,2,1,1,1
14891,1,1,1,1,1,1
192739824,1,5,1,3,1,1
4,1,1,2,1,1,1
212189959488823232,1,1,1,1,1,1
726453,3,2,1,1,1,1
1163546,24,9,3,2,1,1
11426962188347,2,1,1,2,1,3
994,2,1,1,1,1,1
44947924397189184,8,1,1,1,1,1
1,1,1,1,1,1,1
14735,17,1,1,1,1,1
2,7,1,1,2,1,1
61,2,1,1,1,1,1
1214077919,2,1,1,1,1,1
6128575245981,2,1,1,1,1,1
5,2,2,1,2,1,1
1,227,1,1,1,1,1
36845591129,2,5,2,1,1,1
29,132,3,1,1,2,1
17295100020,1,2,1,1,4,1
17,2,1,1,1,1,1
1098,280,2,1,1,1,1
764664372954544896,5,1,1,1,1,1
3167370,5,1,1,1,2,1
27,27,1,8,1,1,1
103534245216663,5,1,1,2,1,2
19882197,1,1,1,1,1,1
1667452,11,58,1,1,1,1
49476548215788256,14,5,1,1,1,1
2751479383485373440,12,1,1,2,2,1
484734,12,1,1,1,2,1
1,43,1,1,1,1,1
218378,2,14,2,1,1,1
34167538,1,3,33,1,1,1
13002,5,1,1,2,1,1
1192111757,16,7,1,4,1,1
1,1,1,2,1,1,1
5,5,40,1,2,1,1
2512699643775822336,5,1,2,1,1,1
381785863,1,1,1,1,2,1
244481,95,1,1,1,1,1
159264,2,2,1,1,1,1
177964823829011,4,2,1,1,1,1
152643,49,2,1,1,2,1
1735688120600,1,3,1,1,3,1
22360486,2,1,1,1,1,1
568845650301,2,1,2,1,1,1
10,72,2,2,1,1,1
2562557645330069,1,1,1,1,1,2
11,1,1,1,1,1,1
978567795,2271,2,1,1,1,1
407,43,1,1,2,1,1
32318764600826,1,3,1,11,2,1
1,236,1,2,1,1,1
112681273870995,1,15,1,4,2,1
50641781407125,2,3,1,1,1,1
908359038963624,1,1,1,1,1,1
9511128005,4,1,1,1,1,1
3,7,1,1,1,1,1
27876865801059,1,2,1,1,1,1
30655181,3,1,1,1,1,1
1248559916854328,5,5,1,1,1,1
3770676981731,1,21,1,1,1,1
6562797027350130688,4,9,1,1,1,1
13272,7,1,1,2,1,1
7,1,2,1,1,1,1
951,1,6,1,2,1,1
37979912852016504,1,3,26,1,1,1
10476,6,1,1,1,1,1
229241918677312,3,2,1,1,1,1
1646482708855,17,1,1,1,1,1
10439724116729374,1,2,2,3,1,1
22762161,2,1,1,1,1,1
129186376916,4,4,1,1,1,1
3220,8,1,1,1,2,1
2,1,51,1,2,1,1
2376431757868,9,1,1,1,1,1
116735655862052624,3,5,1,1,1,4
4396795663637464,1,1,1,1,1,1
18220,28,1,3,1,1,1
4715978571674028032,1,1,1,1,1,1
342525,51,1,1,1,1,1
2015,3,3,1,1,1,1
5,1,1,3,1,1,1
392683,5,2,1,1,1,1
32,45,1,1,1,1,1
336795041266,4,3,1,1,1,1
1743639986786335,1,1,1,1,2,1
135546749392719136,1,9,1,2,1,2
4764580894727244800,1,2,1,1,1,2
1333,9,1,1,1,1,1
28,1,1,2,1,1,1
686391,5,1,2,1,2,1
8,2,1,1,1,1,1
35,1,7,1,1,2,1
808577183,4,6,1,1,1,1
22305794502979340,2,3,1,1,1,1
26482090139086936,5,2,1,1,1,1
1349223,3,1,1,4,1,1
22527633496940,4,1,1,1,1,1
161942385218,14,1,2,1,2,2
985905,2,1,1,1,1,1
520052130919,163,1,2,1,1,1
227910,1,2,2,3,1,1
220120,3,4,2,1,1,1
1272226089798546,947,1,1,1,1,1
3131583249717906432,1,1,1,1,1,1
5274117547985149,3,4,1,1,1,1
2039363055077,2,6,1,1,1,1
13726196179,2,8,4,1,1,2
1,1,1,1,1,1,1
13108155118916,4,1,1,1,1,1
405686313496669824,4,1,1,1,1,1
2470893122,7,4,1,1,1,1
11124,7,1,2,1,1,2
7319,6,1,1,1,1,1
8541143541098605,27,1,1,1,2,1
5,2,1,2,1,1,1
353950430203430656,1,2,1,1,1,1
1433,84,7,7,1,1,1
268681,3,1,1,1,1,2
3506725800894758,1,1,1,1,2,1
701209513158000,20,1,8,1,1,1
444475634293090112,1,4,1,1,1,1
553790520545,1602,2,1,1,1,1
1362961431738377,1,2,1,2,2,1
13,2,2,1,1,2,2
1184337,4,1,1,1,1,1
2448,23,1,1,1,1,1
1704554851388483,10,1,1,1,1,1
105,48,2,3,1,1,1
188,4,13,1,1,1,1
12292022225929988,7,3,1,1,1,1
53146,1,1,1,1,1,1
155763297596,1,1,1,1,1,1
8947632230194087936,6,1,1,1,1,1
33967045079136,1,1,2,1,1,1
271,2,7,2,1,1,1
23895,1,1,1,2,1,1
